"","Time","scenario","summary_stat","cumulative_vent","number"
"1",2020-03-01,"A","Median",0,0
"2",2020-03-02,"A","Median",0,0
"3",2020-03-03,"A","Median",0.0262649164677804,0
"4",2020-03-04,"A","Median",0.0262649164677804,0
"5",2020-03-05,"A","Median",0.0262649164677804,0
"6",2020-03-06,"A","Median",0.0525298329355609,0
"7",2020-03-07,"A","Median",0.0962772668858588,0
"8",2020-03-08,"A","Median",0.0962772668858588,0
"9",2020-03-09,"A","Median",0.0962772668858588,0
"10",2020-03-10,"A","Median",0.122542183353639,0
"11",2020-03-11,"A","Median",0.166289617303937,0
"12",2020-03-12,"A","Median",0.166289617303937,0
"13",2020-03-13,"A","Median",0.166289617303937,0
"14",2020-03-14,"A","Median",0.166289617303937,0
"15",2020-03-15,"A","Median",0.210037051254235,0
"16",2020-03-16,"A","Median",0.210037051254235,0
"17",2020-03-17,"A","Median",0.378874451134744,0
"18",2020-03-18,"A","Median",0.381788204048497,0
"19",2020-03-19,"A","Median",0.579804273310539,0
"20",2020-03-20,"A","Median",0.624970146977149,0
"21",2020-03-21,"A","Median",0.65123506344493,0
"22",2020-03-22,"A","Median",0.678918419629022,0
"23",2020-03-23,"A","Median",0.89299856665727,0
"24",2020-03-24,"A","Median",0.964429356791661,0
"25",2020-03-25,"A","Median",0.992112712975753,0
"26",2020-03-26,"A","Median",1.03003264109855,0
"27",2020-03-27,"A","Median",1.20761129972031,0
"28",2020-03-28,"A","Median",1.21926631137532,0
"29",2020-03-29,"A","Median",1.22068475109164,0
"30",2020-03-30,"A","Median",1.25860467921443,0
"31",2020-03-31,"A","Median",1.26443218504193,0
"32",2020-04-01,"A","Median",1.29652460733722,0
"33",2020-04-02,"A","Median",1.30817961899223,0
"34",2020-04-03,"A","Median",1.31400712481974,0
"35",2020-04-04,"A","Median",1.31983463064724,0
"36",2020-04-05,"A","Median",1.4959948495527,0
"37",2020-04-06,"A","Median",1.50906830092402,0
"38",2020-04-07,"A","Median",1.51489580675153,0
"39",2020-04-08,"A","Median",1.54698822904682,0
"40",2020-04-09,"A","Median",1.55352495473248,0
"41",2020-04-10,"A","Median",1.58632659688592,0
"42",2020-04-11,"A","Median",1.59798160854093,0
"43",2020-04-12,"A","Median",1.59798160854093,0
"44",2020-04-13,"A","Median",1.60963662019594,0
"45",2020-04-14,"A","Median",1.58337170372816,0
"46",2020-04-15,"A","Median",1.62129163185095,0
"47",2020-04-16,"A","Median",1.59502671538317,0
"48",2020-04-17,"A","Median",1.60668172703819,0
"49",2020-04-18,"A","Median",1.57899837085409,0
"50",2020-04-19,"A","Median",1.59065338250911,0
"51",2020-04-20,"A","Median",1.59065338250911,0
"52",2020-04-21,"A","Median",1.56367924618317,0
"53",2020-04-22,"A","Median",1.57462503798002,0
"54",2020-04-23,"A","Median",1.57462503798002,0
"55",2020-04-24,"A","Median",1.56732008557364,0
"56",2020-04-25,"A","Median",1.55418762733975,0
"57",2020-04-26,"A","Median",1.56001513316726,0
"58",2020-04-27,"A","Median",1.56584263899476,0
"59",2020-04-28,"A","Median",1.5615104463647,0
"60",2020-04-29,"A","Median",1.56442419927845,0
"61",2020-04-30,"A","Median",1.57607921093346,0
"62",2020-05-01,"A","Median",1.57025170510596,0
"63",2020-05-02,"A","Median",1.57025170510596,0
"64",2020-05-03,"A","Median",1.60817163322875,0
"65",2020-05-04,"A","Median",1.60959007294506,0
"66",2020-05-05,"A","Median",1.60959007294506,0
"67",2020-05-06,"A","Median",1.61541757877257,0
"68",2020-05-07,"A","Median",1.64168249524035,0
"69",2020-05-08,"A","Median",1.64751000106785,0
"70",2020-05-09,"A","Median",1.64751000106785,0
"71",2020-05-10,"A","Median",1.6504237539816,0
"72",2020-05-11,"A","Median",1.65333750689536,0
"73",2020-05-12,"A","Median",1.65333750689536,0
"74",2020-05-13,"A","Median",1.65333750689536,0
"75",2020-05-14,"A","Median",1.65333750689536,0
"76",2020-05-15,"A","Median",1.67960242336314,0
"77",2020-05-16,"A","Median",1.68542992919064,0
"78",2020-05-17,"A","Median",1.68542992919064,0
"79",2020-05-18,"A","Median",1.68542992919064,0
"80",2020-05-19,"A","Median",1.6883436821044,0
"81",2020-05-20,"A","Median",1.69125743501815,0
"82",2020-05-21,"A","Median",1.6941711879319,0
"83",2020-05-22,"A","Median",1.72476829702975,0
"84",2020-05-23,"A","Median",1.70433088638947,0
"85",2020-05-24,"A","Median",1.70433088638947,0
"86",2020-05-25,"A","Median",1.73059580285725,0
"87",2020-05-26,"A","Median",1.73059580285725,0
"88",2020-05-27,"A","Median",1.71307214513073,0
"89",2020-05-28,"A","Median",1.73933706159851,0
"90",2020-05-29,"A","Median",1.8113709599036,0
"91",2020-05-30,"A","Median",1.88631861112243,0
"92",2020-05-31,"A","Median",1.91258352759021,0
"93",2020-06-01,"A","Median",1.91258352759021,0
"94",2020-06-02,"A","Median",1.91258352759021,0
"95",2020-06-03,"A","Median",1.91841103341772,0
"96",2020-06-04,"A","Median",1.91841103341772,0
"97",2020-06-05,"A","Median",1.95050345571301,0
"98",2020-06-06,"A","Median",1.91982947313403,0
"99",2020-06-07,"A","Median",1.92274322604779,0
"100",2020-06-08,"A","Median",1.91982947313403,0
"101",2020-06-09,"A","Median",1.92565697896154,0
"102",2020-06-10,"A","Median",1.93148448478904,0
"103",2020-06-11,"A","Median",1.95774940125683,0
"104",2020-06-12,"A","Median",1.95916784097314,0
"105",2020-06-13,"A","Median",1.96137237402873,0
"106",2020-06-14,"A","Median",1.98104155794829,0
"107",2020-06-15,"A","Median",1.97082285262815,0
"108",2020-06-16,"A","Median",1.97956411136941,0
"109",2020-06-17,"A","Median",2.00291527492343,0
"110",2020-06-18,"A","Median",2.00582902783719,0
"111",2020-06-19,"A","Median",2.00291527492343,0
"112",2020-06-20,"A","Median",2.02918019139122,0
"113",2020-06-21,"A","Median",2.01604773315733,0
"114",2020-06-22,"A","Median",2.00874278075094,0
"115",2020-06-23,"A","Median",2.00291527492344,0
"116",2020-06-24,"A","Median",1.98247786428316,0
"117",2020-06-25,"A","Median",2.00874278075094,0
"118",2020-06-26,"A","Median",2.01307497338101,0
"119",2020-06-27,"A","Median",2.02912118452865,0
"120",2020-06-28,"A","Median",2.01598872629476,0
"121",2020-06-29,"A","Median",2.04225364276254,0
"122",2020-06-30,"A","Median",2.04225364276254,0
"123",2020-07-01,"A","Median",2.04225364276254,0
"124",2020-07-02,"A","Median",2.16297027581868,0
"125",2020-07-03,"A","Median",2.17171153455994,0
"126",2020-07-04,"A","Median",2.05390865441755,0
"127",2020-07-05,"A","Median",2.0509949015038,0
"128",2020-07-06,"A","Median",2.05390865441755,0
"129",2020-07-07,"A","Median",2.05249021470124,0
"130",2020-07-08,"A","Median",2.04666270887373,0
"131",2020-07-09,"A","Median",2.04083520304623,0
"132",2020-07-10,"A","Median",2.04808114859004,0
"133",2020-07-11,"A","Median",2.19214894520021,0
"134",2020-07-12,"A","Median",2.19214894520021,0
"135",2020-07-13,"A","Median",2.25263394353775,0
"136",2020-07-14,"A","Median",2.31311894187528,0
"137",2020-07-15,"A","Median",2.5650832837892,0
"138",2020-07-16,"A","Median",2.85780443325853,0
"139",2020-07-17,"A","Median",3.15131167606715,0
"140",2020-07-18,"A","Median",3.60633349973133,0
"141",2020-07-19,"A","Median",4.11455323594522,0
"142",2020-07-20,"A","Median",4.48089184198598,0
"143",2020-07-21,"A","Median",5.22148360967536,0
"144",2020-07-22,"A","Median",5.85067334256432,0
"145",2020-07-23,"A","Median",6.46899415713755,0
"146",2020-07-24,"A","Median",7.23571496095102,0
"147",2020-07-25,"A","Median",7.94803163587339,0
"148",2020-07-26,"A","Median",8.73875381623647,0
"149",2020-07-27,"A","Median",9.81219119457358,0
"150",2020-07-28,"A","Median",10.4930835268148,0
"151",2020-07-29,"A","Median",11.7023617756727,0
"152",2020-07-30,"A","Median",12.6563650803263,0
"153",2020-07-31,"A","Median",13.9524111106081,0
"154",2020-08-01,"A","Median",15.12482675492,0
"155",2020-08-02,"A","Median",16.5651939454309,0
"156",2020-08-03,"A","Median",18.0623230144008,0
"157",2020-08-04,"A","Median",19.9287049727751,0
"158",2020-08-05,"A","Median",21.7165455453651,0
"159",2020-08-06,"A","Median",23.5373528786585,0
"160",2020-08-07,"A","Median",25.3873464867475,0
"161",2020-08-08,"A","Median",27.6447776475703,0
"162",2020-08-09,"A","Median",30.0523574744498,0
"163",2020-08-10,"A","Median",33.1019178837643,0
"164",2020-08-11,"A","Median",35.8305524292928,0
"165",2020-08-12,"A","Median",39.2183891057059,0
"166",2020-08-13,"A","Median",42.6754634107855,0
"167",2020-08-14,"A","Median",46.8759858704389,0
"168",2020-08-15,"A","Median",51.6362054298626,0
"169",2020-08-16,"A","Median",55.9853395716812,0
"170",2020-08-17,"A","Median",61.2477321126356,0
"171",2020-08-18,"A","Median",66.6637847737242,0
"172",2020-08-19,"A","Median",72.3908797069357,0
"173",2020-08-20,"A","Median",79.4429632628769,0
"174",2020-08-21,"A","Median",86.2888384686798,0
"175",2020-08-22,"A","Median",93.9668661490223,0
"176",2020-08-23,"A","Median",102.771190167354,0
"177",2020-08-24,"A","Median",111.867899713408,0
"178",2020-08-25,"A","Median",121.134139680539,0
"179",2020-08-26,"A","Median",130.702345982419,0
"180",2020-08-27,"A","Median",141.600619765429,0
"181",2020-08-28,"A","Median",154.395076211885,0
"182",2020-08-29,"A","Median",167.568718441416,0
"183",2020-08-30,"A","Median",181.128858409551,0
"184",2020-08-31,"A","Median",197.183485098515,0
"185",2020-09-01,"A","Median",214.727404815156,0
"186",2020-09-02,"A","Median",230.842532342703,0
"187",2020-09-03,"A","Median",249.47326712367,0
"188",2020-09-04,"A","Median",269.412139390787,0
"189",2020-09-05,"A","Median",287.161228606442,0
"190",2020-09-06,"A","Median",309.434940862718,0
"191",2020-09-07,"A","Median",329.747291042823,0
"192",2020-09-08,"A","Median",351.770459595309,0
"193",2020-09-09,"A","Median",372.504463668792,0
"194",2020-09-10,"A","Median",399.758637599228,0
"195",2020-09-11,"A","Median",429.723094019251,0
"196",2020-09-12,"A","Median",458.375749034501,0
"197",2020-09-13,"A","Median",487.399148094651,0
"198",2020-09-14,"A","Median",516.243194788342,0
"199",2020-09-15,"A","Median",546.405368012545,0
"200",2020-09-16,"A","Median",580.629393044995,0
"201",2020-09-17,"A","Median",613.48207088522,0
"202",2020-09-18,"A","Median",644.423033263972,0
"203",2020-09-19,"A","Median",669.246715998954,0
"204",2020-09-20,"A","Median",695.845757908976,0
"205",2020-09-21,"A","Median",715.235628708837,0
"206",2020-09-22,"A","Median",735.389420576344,0
"207",2020-09-23,"A","Median",754.236793190501,0
"208",2020-09-24,"A","Median",764.03501115962,0
"209",2020-09-25,"A","Median",769.882167063188,0
"210",2020-09-26,"A","Median",769.793763723002,0
"211",2020-09-27,"A","Median",776.781039259767,0
"212",2020-09-28,"A","Median",779.281263047287,0
"213",2020-09-29,"A","Median",778.934864712515,0
"214",2020-09-30,"A","Median",775.321329892144,0
"215",2020-10-01,"A","Median",769.888581994199,0
"216",2020-10-02,"A","Median",766.055167913938,0
"217",2020-10-03,"A","Median",761.504257859592,0
"218",2020-10-04,"A","Median",760.339486402392,0
"219",2020-10-05,"A","Median",759.857594970509,0
"220",2020-10-06,"A","Median",750.187367126305,0
"221",2020-10-07,"A","Median",738.543969826675,0
"222",2020-10-08,"A","Median",726.561738676987,0
"223",2020-10-09,"A","Median",720.217374171637,0
"224",2020-10-10,"A","Median",710.636522480411,0
"225",2020-10-11,"A","Median",697.18364881895,0
"226",2020-10-12,"A","Median",683.784984375589,0
"227",2020-10-13,"A","Median",671.640800214709,0
"228",2020-10-14,"A","Median",666.293224123935,0
"229",2020-10-15,"A","Median",654.625641356728,0
"230",2020-10-16,"A","Median",634.620474957707,0
"231",2020-10-17,"A","Median",625.932283542901,0
"232",2020-10-18,"A","Median",615.566092821028,0
"233",2020-10-19,"A","Median",603.304911999459,0
"234",2020-10-20,"A","Median",590.090930547665,0
"235",2020-10-21,"A","Median",580.48367169436,0
"236",2020-10-22,"A","Median",567.678522526367,0
"237",2020-10-23,"A","Median",555.779816440049,0
"238",2020-10-24,"A","Median",540.452328626037,0
"239",2020-10-25,"A","Median",531.934553811295,0
"240",2020-10-26,"A","Median",523.253253690128,0
"241",2020-10-27,"A","Median",508.668818967056,0
"242",2020-10-28,"A","Median",494.749749865625,0
"243",2020-10-29,"A","Median",479.732008251064,0
"244",2020-10-30,"A","Median",465.676507576305,0
"245",2020-10-31,"A","Median",450.598375040977,0
"246",2020-11-01,"A","Median",437.962033072725,0
"247",2020-11-02,"A","Median",418.386552105087,0
"248",2020-11-03,"A","Median",401.243542802563,0
"249",2020-11-04,"A","Median",384.933090021469,0
"250",2020-11-05,"A","Median",370.76052372127,0
"251",2020-11-06,"A","Median",354.674618880657,0
"252",2020-11-07,"A","Median",340.00565203011,0
"253",2020-11-08,"A","Median",325.054306573577,0
"254",2020-11-09,"A","Median",308.890940850178,0
"255",2020-11-10,"A","Median",293.365345533574,0
"256",2020-11-11,"A","Median",280.698458897437,0
"257",2020-11-12,"A","Median",265.790834845247,0
"258",2020-11-13,"A","Median",250.035497735806,0
"259",2020-11-14,"A","Median",238.108223454579,0
"260",2020-11-15,"A","Median",225.721137827255,0
"261",2020-11-16,"A","Median",215.013294490223,0
"262",2020-11-17,"A","Median",202.556562438099,0
"263",2020-11-18,"A","Median",191.769004045937,0
"264",2020-11-19,"A","Median",180.303556407541,0
"265",2020-11-20,"A","Median",170.1188579322,0
"266",2020-11-21,"A","Median",161.594071517353,0
"267",2020-11-22,"A","Median",152.735371811651,0
"268",2020-11-23,"A","Median",144.133875017807,0
"269",2020-11-24,"A","Median",135.14730160799,0
"270",2020-11-25,"A","Median",127.850862753474,0
"271",2020-11-26,"A","Median",120.713474088107,0
"272",2020-11-27,"A","Median",112.593840007341,0
"273",2020-11-28,"A","Median",106.674116781274,0
"274",2020-11-29,"A","Median",100.567671359102,0
"275",2020-11-30,"A","Median",93.6610099887983,0
"276",2020-12-01,"A","Median",87.3133798594183,0
"277",2020-12-02,"A","Median",80.9716448854593,0
"278",2020-12-03,"A","Median",76.9064726959072,0
"279",2020-12-04,"A","Median",70.938213483695,0
"280",2020-12-05,"A","Median",67.1855301338053,0
"281",2020-12-06,"A","Median",62.6159419946973,0
"282",2020-12-07,"A","Median",58.8234714956934,0
"283",2020-12-08,"A","Median",55.0555274975458,0
"284",2020-12-09,"A","Median",51.2477784836652,0
"285",2020-12-10,"A","Median",48.4367705200864,0
"286",2020-12-11,"A","Median",45.3433894976714,0
"287",2020-12-12,"A","Median",42.713448395526,0
"288",2020-12-13,"A","Median",40.5540788621588,0
"289",2020-12-14,"A","Median",38.1476315420207,0
"290",2020-12-15,"A","Median",35.8479054298844,0
"291",2020-12-16,"A","Median",33.1883812035669,0
"292",2020-12-17,"A","Median",31.0090409569366,0
"293",2020-12-18,"A","Median",29.2983389762668,0
"294",2020-12-19,"A","Median",27.1809486925822,0
"295",2020-12-20,"A","Median",25.9622670204662,0
"296",2020-12-21,"A","Median",24.5884840948077,0
"297",2020-12-22,"A","Median",22.6184765561308,0
"298",2020-12-23,"A","Median",21.5025623516945,0
"299",2020-12-24,"A","Median",20.1571118848327,0
"300",2020-12-25,"A","Median",18.8129326057552,0
"301",2020-03-01,"B","Median",0,0
"302",2020-03-02,"B","Median",0,0
"303",2020-03-03,"B","Median",0.0262649164677804,0
"304",2020-03-04,"B","Median",0.0262649164677804,0
"305",2020-03-05,"B","Median",0.0262649164677804,0
"306",2020-03-06,"B","Median",0.0525298329355609,0
"307",2020-03-07,"B","Median",0.0700123504180783,0
"308",2020-03-08,"B","Median",0.0700123504180783,0
"309",2020-03-09,"B","Median",0.0962772668858588,0
"310",2020-03-10,"B","Median",0.0962772668858588,0
"311",2020-03-11,"B","Median",0.140024700836157,0
"312",2020-03-12,"B","Median",0.140024700836157,0
"313",2020-03-13,"B","Median",0.140024700836157,0
"314",2020-03-14,"B","Median",0.140024700836157,0
"315",2020-03-15,"B","Median",0.210037051254235,0
"316",2020-03-16,"B","Median",0.211455490970547,0
"317",2020-03-17,"B","Median",0.36430568656598,0
"318",2020-03-18,"B","Median",0.383206643764809,0
"319",2020-03-19,"B","Median",0.553539356842759,0
"320",2020-03-20,"B","Median",0.619142641149644,0
"321",2020-03-21,"B","Median",0.65123506344493,0
"322",2020-03-22,"B","Median",0.678918419629022,0
"323",2020-03-23,"B","Median",0.894417006373582,0
"324",2020-03-24,"B","Median",0.958601850964155,0
"325",2020-03-25,"B","Median",0.992112712975753,0
"326",2020-03-26,"B","Median",1.03003264109854,0
"327",2020-03-27,"B","Median",1.17551887742503,0
"328",2020-03-28,"B","Median",1.21926631137532,0
"329",2020-03-29,"B","Median",1.24694966755942,0
"330",2020-03-30,"B","Median",1.25860467921443,0
"331",2020-03-31,"B","Median",1.25860467921443,0
"332",2020-04-01,"B","Median",1.28339214910333,0
"333",2020-04-02,"B","Median",1.30817961899223,0
"334",2020-04-03,"B","Median",1.30817961899223,0
"335",2020-04-04,"B","Median",1.31983463064724,0
"336",2020-04-05,"B","Median",1.31983463064724,0
"337",2020-04-06,"B","Median",1.33731714812976,0
"338",2020-04-07,"B","Median",1.49593584269013,0
"339",2020-04-08,"B","Median",1.52072331257904,0
"340",2020-04-09,"B","Median",1.55864324070183,0
"341",2020-04-10,"B","Median",1.56006168041814,0
"342",2020-04-11,"B","Median",1.56588918624565,0
"343",2020-04-12,"B","Median",1.57754419790066,0
"344",2020-04-13,"B","Median",1.58337170372816,0
"345",2020-04-14,"B","Median",1.58919920955567,0
"346",2020-04-15,"B","Median",1.60085422121068,0
"347",2020-04-16,"B","Median",1.59794046829693,0
"348",2020-04-17,"B","Median",1.60597250718003,0
"349",2020-04-18,"B","Median",1.61109079314938,0
"350",2020-04-19,"B","Median",1.5848258766816,0
"351",2020-04-20,"B","Median",1.59065338250911,0
"352",2020-04-21,"B","Median",1.56879753215252,0
"353",2020-04-22,"B","Median",1.57462503798002,0
"354",2020-04-23,"B","Median",1.58045254380753,0
"355",2020-04-24,"B","Median",1.58045254380753,0
"356",2020-04-25,"B","Median",1.58045254380753,0
"357",2020-04-26,"B","Median",1.59210755546254,0
"358",2020-04-27,"B","Median",1.59210755546254,0
"359",2020-04-28,"B","Median",1.59210755546254,0
"360",2020-04-29,"B","Median",1.61979091164663,0
"361",2020-04-30,"B","Median",1.65188333394192,0
"362",2020-05-01,"B","Median",1.66353834559693,0
"363",2020-05-02,"B","Median",1.69122170178102,0
"364",2020-05-03,"B","Median",1.72331412407631,0
"365",2020-05-04,"B","Median",1.80259396792521,0
"366",2020-05-05,"B","Median",1.90089278269808,0
"367",2020-05-06,"B","Median",1.91908452003875,0
"368",2020-05-07,"B","Median",1.91979373989691,0
"369",2020-05-08,"B","Median",1.94605865636469,0
"370",2020-05-09,"B","Median",2.01166194067157,0
"371",2020-05-10,"B","Median",2.11137919516075,0
"372",2020-05-11,"B","Median",2.18924059929334,0
"373",2020-05-12,"B","Median",2.24901637777272,0
"374",2020-05-13,"B","Median",2.26797634183412,0
"375",2020-05-14,"B","Median",2.43242254222199,0
"376",2020-05-15,"B","Median",2.4775884158886,0
"377",2020-05-16,"B","Median",2.53153668854048,0
"378",2020-05-17,"B","Median",2.57378880929333,0
"379",2020-05-18,"B","Median",2.77471863146913,0
"380",2020-05-19,"B","Median",2.81263855959192,0
"381",2020-05-20,"B","Median",2.82279825804949,0
"382",2020-05-21,"B","Median",2.88548778944262,0
"383",2020-05-22,"B","Median",3.0747214597194,0
"384",2020-05-23,"B","Median",3.13449723819878,0
"385",2020-05-24,"B","Median",3.17383560603789,0
"386",2020-05-25,"B","Median",3.23361138451727,0
"387",2020-05-26,"B","Median",3.42426349451036,0
"388",2020-05-27,"B","Median",3.51463638208758,0
"389",2020-05-28,"B","Median",3.72793043577654,0
"390",2020-05-29,"B","Median",3.8117254574241,0
"391",2020-05-30,"B","Median",4.01996023200628,0
"392",2020-05-31,"B","Median",4.11468317883213,0
"393",2020-06-01,"B","Median",4.331600205293,0
"394",2020-06-02,"B","Median",4.57478214822166,0
"395",2020-06-03,"B","Median",4.67389629454014,0
"396",2020-06-04,"B","Median",4.82681146157903,0
"397",2020-06-05,"B","Median",4.9622441111354,0
"398",2020-06-06,"B","Median",5.24043222927309,0
"399",2020-06-07,"B","Median",5.48361417220175,0
"400",2020-06-08,"B","Median",5.76322073005575,0
"401",2020-06-09,"B","Median",6.02244888413205,0
"402",2020-06-10,"B","Median",6.27233267129639,0
"403",2020-06-11,"B","Median",6.45145374794049,0
"404",2020-06-12,"B","Median",6.77699440618183,0
"405",2020-06-13,"B","Median",7.10842157711324,0
"406",2020-06-14,"B","Median",7.36829994418512,0
"407",2020-06-15,"B","Median",7.87659655388014,0
"408",2020-06-16,"B","Median",8.38780691648892,0
"409",2020-06-17,"B","Median",8.6702682203941,0
"410",2020-06-18,"B","Median",9.12306223737725,0
"411",2020-06-19,"B","Median",9.5244248852456,0
"412",2020-06-20,"B","Median",9.74814986762963,0
"413",2020-06-21,"B","Median",10.2294133341361,0
"414",2020-06-22,"B","Median",10.8251869451132,0
"415",2020-06-23,"B","Median",11.2918226401884,0
"416",2020-06-24,"B","Median",11.8503265360382,0
"417",2020-06-25,"B","Median",12.5849906507935,0
"418",2020-06-26,"B","Median",13.0716847737509,0
"419",2020-06-27,"B","Median",13.6337526355101,0
"420",2020-06-28,"B","Median",14.3677075304073,0
"421",2020-06-29,"B","Median",15.1307052143422,0
"422",2020-06-30,"B","Median",15.7839731972619,0
"423",2020-07-01,"B","Median",16.6278932901747,0
"424",2020-07-02,"B","Median",17.6210763391482,0
"425",2020-07-03,"B","Median",18.4264143889049,0
"426",2020-07-04,"B","Median",19.5338477236992,0
"427",2020-07-05,"B","Median",20.4237901620682,0
"428",2020-07-06,"B","Median",21.6396820100929,0
"429",2020-07-07,"B","Median",22.6287272231927,0
"430",2020-07-08,"B","Median",23.812312784714,0
"431",2020-07-09,"B","Median",25.1294643052502,0
"432",2020-07-10,"B","Median",26.2184330316332,0
"433",2020-07-11,"B","Median",27.785539248234,0
"434",2020-07-12,"B","Median",28.9719681842187,0
"435",2020-07-13,"B","Median",31.0008863137883,0
"436",2020-07-14,"B","Median",33.2573364940656,0
"437",2020-07-15,"B","Median",35.9999897382739,0
"438",2020-07-16,"B","Median",38.8681769026139,0
"439",2020-07-17,"B","Median",42.2359605581516,0
"440",2020-07-18,"B","Median",45.8935808484513,0
"441",2020-07-19,"B","Median",50.8597001760648,0
"442",2020-07-20,"B","Median",55.2175620066297,0
"443",2020-07-21,"B","Median",60.4386590457275,0
"444",2020-07-22,"B","Median",66.3763524405459,0
"445",2020-07-23,"B","Median",73.2044446604225,0
"446",2020-07-24,"B","Median",80.3637436919917,0
"447",2020-07-25,"B","Median",87.6650716361153,0
"448",2020-07-26,"B","Median",95.7910657851608,0
"449",2020-07-27,"B","Median",104.296529888098,0
"450",2020-07-28,"B","Median",113.21543177356,0
"451",2020-07-29,"B","Median",122.765994301007,0
"452",2020-07-30,"B","Median",132.636712824686,0
"453",2020-07-31,"B","Median",143.433604067262,0
"454",2020-08-01,"B","Median",154.578913386416,0
"455",2020-08-02,"B","Median",165.313520567347,0
"456",2020-08-03,"B","Median",178.399177427526,0
"457",2020-08-04,"B","Median",192.729005574603,0
"458",2020-08-05,"B","Median",208.146443015209,0
"459",2020-08-06,"B","Median",225.335613105121,0
"460",2020-08-07,"B","Median",240.693095017803,0
"461",2020-08-08,"B","Median",258.433627551235,0
"462",2020-08-09,"B","Median",275.999582821734,0
"463",2020-08-10,"B","Median",295.352064283298,0
"464",2020-08-11,"B","Median",317.937223244128,0
"465",2020-08-12,"B","Median",341.448281980942,0
"466",2020-08-13,"B","Median",363.28762415055,0
"467",2020-08-14,"B","Median",389.869523609114,0
"468",2020-08-15,"B","Median",416.14356899207,0
"469",2020-08-16,"B","Median",445.104197189441,0
"470",2020-08-17,"B","Median",473.312602429138,0
"471",2020-08-18,"B","Median",501.365596197275,0
"472",2020-08-19,"B","Median",530.608994296871,0
"473",2020-08-20,"B","Median",561.570256982516,0
"474",2020-08-21,"B","Median",590.152386039539,0
"475",2020-08-22,"B","Median",616.676005651484,0
"476",2020-08-23,"B","Median",649.717579263999,0
"477",2020-08-24,"B","Median",679.895070819433,0
"478",2020-08-25,"B","Median",713.329458129098,0
"479",2020-08-26,"B","Median",735.768095884917,0
"480",2020-08-27,"B","Median",761.265330366687,0
"481",2020-08-28,"B","Median",787.19706292146,0
"482",2020-08-29,"B","Median",810.108638127948,0
"483",2020-08-30,"B","Median",819.347229007374,0
"484",2020-08-31,"B","Median",825.35238481275,0
"485",2020-09-01,"B","Median",833.057268668422,0
"486",2020-09-02,"B","Median",834.069233697416,0
"487",2020-09-03,"B","Median",835.244596536067,0
"488",2020-09-04,"B","Median",827.165059935693,0
"489",2020-09-05,"B","Median",823.424635415325,0
"490",2020-09-06,"B","Median",818.110666222706,0
"491",2020-09-07,"B","Median",809.108709876642,0
"492",2020-09-08,"B","Median",801.439689062317,0
"493",2020-09-09,"B","Median",789.675196383963,0
"494",2020-09-10,"B","Median",780.610153173845,0
"495",2020-09-11,"B","Median",766.760487150627,0
"496",2020-09-12,"B","Median",755.151013729158,0
"497",2020-09-13,"B","Median",752.465825852235,0
"498",2020-09-14,"B","Median",735.508019682792,0
"499",2020-09-15,"B","Median",721.913832750598,0
"500",2020-09-16,"B","Median",707.783666544255,0
"501",2020-09-17,"B","Median",697.563753513538,0
"502",2020-09-18,"B","Median",682.269121595759,0
"503",2020-09-19,"B","Median",668.931548531043,0
"504",2020-09-20,"B","Median",660.360808017861,0
"505",2020-09-21,"B","Median",642.792201105753,0
"506",2020-09-22,"B","Median",630.060462073414,0
"507",2020-09-23,"B","Median",620.923524195598,0
"508",2020-09-24,"B","Median",607.950457890753,0
"509",2020-09-25,"B","Median",596.262802596739,0
"510",2020-09-26,"B","Median",588.480273710504,0
"511",2020-09-27,"B","Median",575.436831571108,0
"512",2020-09-28,"B","Median",565.572341115782,0
"513",2020-09-29,"B","Median",550.806736314787,0
"514",2020-09-30,"B","Median",536.580986032471,0
"515",2020-10-01,"B","Median",528.441799327988,0
"516",2020-10-02,"B","Median",512.425877091496,0
"517",2020-10-03,"B","Median",500.442131453545,0
"518",2020-10-04,"B","Median",484.035668775427,0
"519",2020-10-05,"B","Median",467.522129368579,0
"520",2020-10-06,"B","Median",453.783767508365,0
"521",2020-10-07,"B","Median",438.73924970361,0
"522",2020-10-08,"B","Median",424.430845142443,0
"523",2020-10-09,"B","Median",409.248617487557,0
"524",2020-10-10,"B","Median",392.702173363435,0
"525",2020-10-11,"B","Median",373.826242485079,0
"526",2020-10-12,"B","Median",355.408631667268,0
"527",2020-10-13,"B","Median",338.487925263789,0
"528",2020-10-14,"B","Median",321.449179902009,0
"529",2020-10-15,"B","Median",303.821500249946,0
"530",2020-10-16,"B","Median",287.885419074486,0
"531",2020-10-17,"B","Median",274.605329741252,0
"532",2020-10-18,"B","Median",260.194537297752,0
"533",2020-10-19,"B","Median",245.447179985324,0
"534",2020-10-20,"B","Median",232.298873311436,0
"535",2020-10-21,"B","Median",217.717266947911,0
"536",2020-10-22,"B","Median",205.166906619485,0
"537",2020-10-23,"B","Median",192.88442963363,0
"538",2020-10-24,"B","Median",182.222196124466,0
"539",2020-10-25,"B","Median",173.362929547156,0
"540",2020-10-26,"B","Median",162.351928752076,0
"541",2020-10-27,"B","Median",151.577820622761,0
"542",2020-10-28,"B","Median",142.605770491163,0
"543",2020-10-29,"B","Median",135.254603208112,0
"544",2020-10-30,"B","Median",126.859434853988,0
"545",2020-10-31,"B","Median",118.483956351103,0
