"","Time","scenario","summary_stat","incident_symptomatic","number"
"1",2020-03-01,"A","Median",0,0
"2",2020-03-02,"A","Median",0,0
"3",2020-03-03,"A","Median",1,0
"4",2020-03-04,"A","Median",1,0
"5",2020-03-05,"A","Median",1,0
"6",2020-03-06,"A","Median",1,0
"7",2020-03-07,"A","Median",1,0
"8",2020-03-08,"A","Median",1,0
"9",2020-03-09,"A","Median",4,0
"10",2020-03-10,"A","Median",5,0
"11",2020-03-11,"A","Median",6,0
"12",2020-03-12,"A","Median",6,0
"13",2020-03-13,"A","Median",6,0
"14",2020-03-14,"A","Median",6,0
"15",2020-03-15,"A","Median",6,0
"16",2020-03-16,"A","Median",6,0
"17",2020-03-17,"A","Median",6,0
"18",2020-03-18,"A","Median",6,0
"19",2020-03-19,"A","Median",6,0
"20",2020-03-20,"A","Median",6,0
"21",2020-03-21,"A","Median",6,0
"22",2020-03-22,"A","Median",6,0
"23",2020-03-23,"A","Median",6,0
"24",2020-03-24,"A","Median",6,0
"25",2020-03-25,"A","Median",6,0
"26",2020-03-26,"A","Median",6,0
"27",2020-03-27,"A","Median",6,0
"28",2020-03-28,"A","Median",7,0
"29",2020-03-29,"A","Median",7,0
"30",2020-03-30,"A","Median",8,0
"31",2020-03-31,"A","Median",8.5,0
"32",2020-04-01,"A","Median",8,0
"33",2020-04-02,"A","Median",8,0
"34",2020-04-03,"A","Median",8,0
"35",2020-04-04,"A","Median",8,0
"36",2020-04-05,"A","Median",8,0
"37",2020-04-06,"A","Median",8,0
"38",2020-04-07,"A","Median",8,0
"39",2020-04-08,"A","Median",8,0
"40",2020-04-09,"A","Median",8,0
"41",2020-04-10,"A","Median",8,0
"42",2020-04-11,"A","Median",8,0
"43",2020-04-12,"A","Median",8,0
"44",2020-04-13,"A","Median",8,0
"45",2020-04-14,"A","Median",8,0
"46",2020-04-15,"A","Median",8,0
"47",2020-04-16,"A","Median",8,0
"48",2020-04-17,"A","Median",8,0
"49",2020-04-18,"A","Median",8,0
"50",2020-04-19,"A","Median",8,0
"51",2020-04-20,"A","Median",8,0
"52",2020-04-21,"A","Median",8,0
"53",2020-04-22,"A","Median",8,0
"54",2020-04-23,"A","Median",8,0
"55",2020-04-24,"A","Median",8,0
"56",2020-04-25,"A","Median",8,0
"57",2020-04-26,"A","Median",8,0
"58",2020-04-27,"A","Median",8,0
"59",2020-04-28,"A","Median",8,0
"60",2020-04-29,"A","Median",8,0
"61",2020-04-30,"A","Median",9,0
"62",2020-05-01,"A","Median",8.5,0
"63",2020-05-02,"A","Median",8,0
"64",2020-05-03,"A","Median",9,0
"65",2020-05-04,"A","Median",9,0
"66",2020-05-05,"A","Median",8,0
"67",2020-05-06,"A","Median",9,0
"68",2020-05-07,"A","Median",9,0
"69",2020-05-08,"A","Median",9,0
"70",2020-05-09,"A","Median",8,0
"71",2020-05-10,"A","Median",10,0
"72",2020-05-11,"A","Median",9,0
"73",2020-05-12,"A","Median",10,0
"74",2020-05-13,"A","Median",11,0
"75",2020-05-14,"A","Median",9,0
"76",2020-05-15,"A","Median",9,0
"77",2020-05-16,"A","Median",9,0
"78",2020-05-17,"A","Median",10,0
"79",2020-05-18,"A","Median",10,0
"80",2020-05-19,"A","Median",10,0
"81",2020-05-20,"A","Median",10,0
"82",2020-05-21,"A","Median",10,0
"83",2020-05-22,"A","Median",10,0
"84",2020-05-23,"A","Median",10,0
"85",2020-05-24,"A","Median",10,0
"86",2020-05-25,"A","Median",10,0
"87",2020-05-26,"A","Median",10,0
"88",2020-05-27,"A","Median",11,0
"89",2020-05-28,"A","Median",11,0
"90",2020-05-29,"A","Median",10,0
"91",2020-05-30,"A","Median",11,0
"92",2020-05-31,"A","Median",12,0
"93",2020-06-01,"A","Median",12,0
"94",2020-06-02,"A","Median",10,0
"95",2020-06-03,"A","Median",11,0
"96",2020-06-04,"A","Median",11,0
"97",2020-06-05,"A","Median",10,0
"98",2020-06-06,"A","Median",11,0
"99",2020-06-07,"A","Median",11,0
"100",2020-06-08,"A","Median",11,0
"101",2020-06-09,"A","Median",11,0
"102",2020-06-10,"A","Median",11,0
"103",2020-06-11,"A","Median",11,0
"104",2020-06-12,"A","Median",11,0
"105",2020-06-13,"A","Median",12,0
"106",2020-06-14,"A","Median",12,0
"107",2020-06-15,"A","Median",11,0
"108",2020-06-16,"A","Median",12,0
"109",2020-06-17,"A","Median",11,0
"110",2020-06-18,"A","Median",12,0
"111",2020-06-19,"A","Median",11,0
"112",2020-06-20,"A","Median",11,0
"113",2020-06-21,"A","Median",12,0
"114",2020-06-22,"A","Median",12,0
"115",2020-06-23,"A","Median",12,0
"116",2020-06-24,"A","Median",11,0
"117",2020-06-25,"A","Median",11,0
"118",2020-06-26,"A","Median",11,0
"119",2020-06-27,"A","Median",11,0
"120",2020-06-28,"A","Median",12,0
"121",2020-06-29,"A","Median",11,0
"122",2020-06-30,"A","Median",12,0
"123",2020-07-01,"A","Median",11,0
"124",2020-07-02,"A","Median",14,0
"125",2020-07-03,"A","Median",17.5,0
"126",2020-07-04,"A","Median",19,0
"127",2020-07-05,"A","Median",21,0
"128",2020-07-06,"A","Median",25,0
"129",2020-07-07,"A","Median",29,0
"130",2020-07-08,"A","Median",30,0
"131",2020-07-09,"A","Median",33,0
"132",2020-07-10,"A","Median",36,0
"133",2020-07-11,"A","Median",39,0
"134",2020-07-12,"A","Median",42,0
"135",2020-07-13,"A","Median",47,0
"136",2020-07-14,"A","Median",52,0
"137",2020-07-15,"A","Median",56,0
"138",2020-07-16,"A","Median",60,0
"139",2020-07-17,"A","Median",66,0
"140",2020-07-18,"A","Median",71,0
"141",2020-07-19,"A","Median",79,0
"142",2020-07-20,"A","Median",88,0
"143",2020-07-21,"A","Median",95,0
"144",2020-07-22,"A","Median",103.5,0
"145",2020-07-23,"A","Median",112.5,0
"146",2020-07-24,"A","Median",124.5,0
"147",2020-07-25,"A","Median",133,0
"148",2020-07-26,"A","Median",145,0
"149",2020-07-27,"A","Median",158.5,0
"150",2020-07-28,"A","Median",173.5,0
"151",2020-07-29,"A","Median",191.5,0
"152",2020-07-30,"A","Median",211,0
"153",2020-07-31,"A","Median",226.5,0
"154",2020-08-01,"A","Median",246.5,0
"155",2020-08-02,"A","Median",265.5,0
"156",2020-08-03,"A","Median",291,0
"157",2020-08-04,"A","Median",319.5,0
"158",2020-08-05,"A","Median",348,0
"159",2020-08-06,"A","Median",377,0
"160",2020-08-07,"A","Median",410,0
"161",2020-08-08,"A","Median",449.5,0
"162",2020-08-09,"A","Median",491,0
"163",2020-08-10,"A","Median",526.5,0
"164",2020-08-11,"A","Median",575,0
"165",2020-08-12,"A","Median",633.5,0
"166",2020-08-13,"A","Median",680,0
"167",2020-08-14,"A","Median",731.5,0
"168",2020-08-15,"A","Median",789,0
"169",2020-08-16,"A","Median",854.5,0
"170",2020-08-17,"A","Median",924,0
"171",2020-08-18,"A","Median",1008.5,0
"172",2020-08-19,"A","Median",1077,0
"173",2020-08-20,"A","Median",1159.5,0
"174",2020-08-21,"A","Median",1256,0
"175",2020-08-22,"A","Median",1353,0
"176",2020-08-23,"A","Median",1433,0
"177",2020-08-24,"A","Median",1538.5,0
"178",2020-08-25,"A","Median",1628.5,0
"179",2020-08-26,"A","Median",1744.5,0
"180",2020-08-27,"A","Median",1864,0
"181",2020-08-28,"A","Median",1978.5,0
"182",2020-08-29,"A","Median",2084.5,0
"183",2020-08-30,"A","Median",2196.5,0
"184",2020-08-31,"A","Median",2319.5,0
"185",2020-09-01,"A","Median",2452.5,0
"186",2020-09-02,"A","Median",2537,0
"187",2020-09-03,"A","Median",2628,0
"188",2020-09-04,"A","Median",2709,0
"189",2020-09-05,"A","Median",2786.5,0
"190",2020-09-06,"A","Median",2890.5,0
"191",2020-09-07,"A","Median",2945,0
"192",2020-09-08,"A","Median",3015,0
"193",2020-09-09,"A","Median",3048,0
"194",2020-09-10,"A","Median",3030.5,0
"195",2020-09-11,"A","Median",3040.5,0
"196",2020-09-12,"A","Median",3052.5,0
"197",2020-09-13,"A","Median",3073.5,0
"198",2020-09-14,"A","Median",3077,0
"199",2020-09-15,"A","Median",3060.5,0
"200",2020-09-16,"A","Median",3038,0
"201",2020-09-17,"A","Median",3011,0
"202",2020-09-18,"A","Median",2976.5,0
"203",2020-09-19,"A","Median",2964,0
"204",2020-09-20,"A","Median",2941,0
"205",2020-09-21,"A","Median",2888,0
"206",2020-09-22,"A","Median",2849,0
"207",2020-09-23,"A","Median",2824.5,0
"208",2020-09-24,"A","Median",2776.5,0
"209",2020-09-25,"A","Median",2731.5,0
"210",2020-09-26,"A","Median",2691,0
"211",2020-09-27,"A","Median",2634.5,0
"212",2020-09-28,"A","Median",2595,0
"213",2020-09-29,"A","Median",2538.5,0
"214",2020-09-30,"A","Median",2492,0
"215",2020-10-01,"A","Median",2443.5,0
"216",2020-10-02,"A","Median",2406,0
"217",2020-10-03,"A","Median",2338,0
"218",2020-10-04,"A","Median",2302.5,0
"219",2020-10-05,"A","Median",2249,0
"220",2020-10-06,"A","Median",2200.5,0
"221",2020-10-07,"A","Median",2144,0
"222",2020-10-08,"A","Median",2089.5,0
"223",2020-10-09,"A","Median",2045.5,0
"224",2020-10-10,"A","Median",1988,0
"225",2020-10-11,"A","Median",1938,0
"226",2020-10-12,"A","Median",1881,0
"227",2020-10-13,"A","Median",1828,0
"228",2020-10-14,"A","Median",1772.5,0
"229",2020-10-15,"A","Median",1700.5,0
"230",2020-10-16,"A","Median",1655.5,0
"231",2020-10-17,"A","Median",1607,0
"232",2020-10-18,"A","Median",1533,0
"233",2020-10-19,"A","Median",1473.5,0
"234",2020-10-20,"A","Median",1401,0
"235",2020-10-21,"A","Median",1347,0
"236",2020-10-22,"A","Median",1284.5,0
"237",2020-10-23,"A","Median",1238,0
"238",2020-10-24,"A","Median",1173.5,0
"239",2020-10-25,"A","Median",1112.5,0
"240",2020-10-26,"A","Median",1063.5,0
"241",2020-10-27,"A","Median",1000.5,0
"242",2020-10-28,"A","Median",965,0
"243",2020-10-29,"A","Median",909.5,0
"244",2020-10-30,"A","Median",858,0
"245",2020-10-31,"A","Median",816.5,0
"246",2020-11-01,"A","Median",774,0
"247",2020-11-02,"A","Median",726,0
"248",2020-11-03,"A","Median",686.5,0
"249",2020-11-04,"A","Median",655,0
"250",2020-11-05,"A","Median",616,0
"251",2020-11-06,"A","Median",582,0
"252",2020-11-07,"A","Median",548.5,0
"253",2020-11-08,"A","Median",518.5,0
"254",2020-11-09,"A","Median",490,0
"255",2020-11-10,"A","Median",456,0
"256",2020-11-11,"A","Median",431,0
"257",2020-11-12,"A","Median",404,0
"258",2020-11-13,"A","Median",377,0
"259",2020-11-14,"A","Median",357,0
"260",2020-11-15,"A","Median",338,0
"261",2020-11-16,"A","Median",318,0
"262",2020-11-17,"A","Median",300,0
"263",2020-11-18,"A","Median",275,0
"264",2020-11-19,"A","Median",262,0
"265",2020-11-20,"A","Median",251.5,0
"266",2020-11-21,"A","Median",232.5,0
"267",2020-11-22,"A","Median",217.5,0
"268",2020-11-23,"A","Median",203,0
"269",2020-11-24,"A","Median",194,0
"270",2020-11-25,"A","Median",183.5,0
"271",2020-11-26,"A","Median",171,0
"272",2020-11-27,"A","Median",158,0
"273",2020-11-28,"A","Median",148.5,0
"274",2020-11-29,"A","Median",140,0
"275",2020-11-30,"A","Median",133,0
"276",2020-12-01,"A","Median",124.5,0
"277",2020-12-02,"A","Median",116,0
"278",2020-12-03,"A","Median",111.5,0
"279",2020-12-04,"A","Median",103,0
"280",2020-12-05,"A","Median",95,0
"281",2020-12-06,"A","Median",91.5,0
"282",2020-12-07,"A","Median",86,0
"283",2020-12-08,"A","Median",78.5,0
"284",2020-12-09,"A","Median",74.5,0
"285",2020-12-10,"A","Median",69.5,0
"286",2020-12-11,"A","Median",66.5,0
"287",2020-12-12,"A","Median",62.5,0
"288",2020-12-13,"A","Median",59,0
"289",2020-12-14,"A","Median",54.5,0
"290",2020-12-15,"A","Median",52,0
"291",2020-12-16,"A","Median",48.5,0
"292",2020-12-17,"A","Median",44.5,0
"293",2020-12-18,"A","Median",43,0
"294",2020-12-19,"A","Median",39,0
"295",2020-12-20,"A","Median",39,0
"296",2020-12-21,"A","Median",36,0
"297",2020-12-22,"A","Median",34,0
"298",2020-12-23,"A","Median",30.5,0
"299",2020-12-24,"A","Median",30,0
"300",2020-12-25,"A","Median",NA,0
"301",2020-03-01,"B","Median",0,0
"302",2020-03-02,"B","Median",0,0
"303",2020-03-03,"B","Median",0,0
"304",2020-03-04,"B","Median",1,0
"305",2020-03-05,"B","Median",1,0
"306",2020-03-06,"B","Median",1,0
"307",2020-03-07,"B","Median",1,0
"308",2020-03-08,"B","Median",2,0
"309",2020-03-09,"B","Median",3,0
"310",2020-03-10,"B","Median",5,0
"311",2020-03-11,"B","Median",6,0
"312",2020-03-12,"B","Median",6,0
"313",2020-03-13,"B","Median",6,0
"314",2020-03-14,"B","Median",6,0
"315",2020-03-15,"B","Median",6,0
"316",2020-03-16,"B","Median",6,0
"317",2020-03-17,"B","Median",6,0
"318",2020-03-18,"B","Median",6,0
"319",2020-03-19,"B","Median",6,0
"320",2020-03-20,"B","Median",6,0
"321",2020-03-21,"B","Median",6,0
"322",2020-03-22,"B","Median",6,0
"323",2020-03-23,"B","Median",6,0
"324",2020-03-24,"B","Median",6,0
"325",2020-03-25,"B","Median",6,0
"326",2020-03-26,"B","Median",6,0
"327",2020-03-27,"B","Median",6,0
"328",2020-03-28,"B","Median",7,0
"329",2020-03-29,"B","Median",7,0
"330",2020-03-30,"B","Median",8,0
"331",2020-03-31,"B","Median",8,0
"332",2020-04-01,"B","Median",8,0
"333",2020-04-02,"B","Median",8,0
"334",2020-04-03,"B","Median",8,0
"335",2020-04-04,"B","Median",8,0
"336",2020-04-05,"B","Median",8,0
"337",2020-04-06,"B","Median",8,0
"338",2020-04-07,"B","Median",8,0
"339",2020-04-08,"B","Median",8,0
"340",2020-04-09,"B","Median",8,0
"341",2020-04-10,"B","Median",8,0
"342",2020-04-11,"B","Median",8,0
"343",2020-04-12,"B","Median",8,0
"344",2020-04-13,"B","Median",8,0
"345",2020-04-14,"B","Median",8,0
"346",2020-04-15,"B","Median",8,0
"347",2020-04-16,"B","Median",8,0
"348",2020-04-17,"B","Median",8,0
"349",2020-04-18,"B","Median",9,0
"350",2020-04-19,"B","Median",9,0
"351",2020-04-20,"B","Median",8,0
"352",2020-04-21,"B","Median",9,0
"353",2020-04-22,"B","Median",10,0
"354",2020-04-23,"B","Median",10,0
"355",2020-04-24,"B","Median",10,0
"356",2020-04-25,"B","Median",11,0
"357",2020-04-26,"B","Median",11,0
"358",2020-04-27,"B","Median",11,0
"359",2020-04-28,"B","Median",11,0
"360",2020-04-29,"B","Median",13,0
"361",2020-04-30,"B","Median",13,0
"362",2020-05-01,"B","Median",13,0
"363",2020-05-02,"B","Median",14,0
"364",2020-05-03,"B","Median",14,0
"365",2020-05-04,"B","Median",14,0
"366",2020-05-05,"B","Median",14,0
"367",2020-05-06,"B","Median",14,0
"368",2020-05-07,"B","Median",14,0
"369",2020-05-08,"B","Median",15,0
"370",2020-05-09,"B","Median",15,0
"371",2020-05-10,"B","Median",15,0
"372",2020-05-11,"B","Median",17.5,0
"373",2020-05-12,"B","Median",18.5,0
"374",2020-05-13,"B","Median",19,0
"375",2020-05-14,"B","Median",19,0
"376",2020-05-15,"B","Median",20,0
"377",2020-05-16,"B","Median",21,0
"378",2020-05-17,"B","Median",21,0
"379",2020-05-18,"B","Median",22,0
"380",2020-05-19,"B","Median",22,0
"381",2020-05-20,"B","Median",23,0
"382",2020-05-21,"B","Median",24,0
"383",2020-05-22,"B","Median",25,0
"384",2020-05-23,"B","Median",26,0
"385",2020-05-24,"B","Median",27,0
"386",2020-05-25,"B","Median",29,0
"387",2020-05-26,"B","Median",31,0
"388",2020-05-27,"B","Median",32,0
"389",2020-05-28,"B","Median",35,0
"390",2020-05-29,"B","Median",35,0
"391",2020-05-30,"B","Median",36,0
"392",2020-05-31,"B","Median",38.5,0
"393",2020-06-01,"B","Median",39,0
"394",2020-06-02,"B","Median",42,0
"395",2020-06-03,"B","Median",45,0
"396",2020-06-04,"B","Median",45,0
"397",2020-06-05,"B","Median",48,0
"398",2020-06-06,"B","Median",50,0
"399",2020-06-07,"B","Median",55,0
"400",2020-06-08,"B","Median",56,0
"401",2020-06-09,"B","Median",56.5,0
"402",2020-06-10,"B","Median",60,0
"403",2020-06-11,"B","Median",61,0
"404",2020-06-12,"B","Median",65,0
"405",2020-06-13,"B","Median",67,0
"406",2020-06-14,"B","Median",70,0
"407",2020-06-15,"B","Median",75,0
"408",2020-06-16,"B","Median",77,0
"409",2020-06-17,"B","Median",82.5,0
"410",2020-06-18,"B","Median",87,0
"411",2020-06-19,"B","Median",92,0
"412",2020-06-20,"B","Median",95,0
"413",2020-06-21,"B","Median",102,0
"414",2020-06-22,"B","Median",106,0
"415",2020-06-23,"B","Median",109.5,0
"416",2020-06-24,"B","Median",118.5,0
"417",2020-06-25,"B","Median",122,0
"418",2020-06-26,"B","Median",126,0
"419",2020-06-27,"B","Median",133,0
"420",2020-06-28,"B","Median",139,0
"421",2020-06-29,"B","Median",145,0
"422",2020-06-30,"B","Median",149,0
"423",2020-07-01,"B","Median",158.5,0
"424",2020-07-02,"B","Median",186,0
"425",2020-07-03,"B","Median",207,0
"426",2020-07-04,"B","Median",228.5,0
"427",2020-07-05,"B","Median",251.5,0
"428",2020-07-06,"B","Median",279,0
"429",2020-07-07,"B","Median",301,0
"430",2020-07-08,"B","Median",328,0
"431",2020-07-09,"B","Median",352.5,0
"432",2020-07-10,"B","Median",381,0
"433",2020-07-11,"B","Median",419,0
"434",2020-07-12,"B","Median",452,0
"435",2020-07-13,"B","Median",489,0
"436",2020-07-14,"B","Median",537,0
"437",2020-07-15,"B","Median",577.5,0
"438",2020-07-16,"B","Median",621.5,0
"439",2020-07-17,"B","Median",677,0
"440",2020-07-18,"B","Median",723.5,0
"441",2020-07-19,"B","Median",778.5,0
"442",2020-07-20,"B","Median",848.5,0
"443",2020-07-21,"B","Median",909.5,0
"444",2020-07-22,"B","Median",987.5,0
"445",2020-07-23,"B","Median",1045,0
"446",2020-07-24,"B","Median",1128.5,0
"447",2020-07-25,"B","Median",1216.5,0
"448",2020-07-26,"B","Median",1299,0
"449",2020-07-27,"B","Median",1401,0
"450",2020-07-28,"B","Median",1481,0
"451",2020-07-29,"B","Median",1592,0
"452",2020-07-30,"B","Median",1695.5,0
"453",2020-07-31,"B","Median",1798,0
"454",2020-08-01,"B","Median",1905,0
"455",2020-08-02,"B","Median",2030,0
"456",2020-08-03,"B","Median",2120,0
"457",2020-08-04,"B","Median",2252.5,0
"458",2020-08-05,"B","Median",2383.5,0
"459",2020-08-06,"B","Median",2487,0
"460",2020-08-07,"B","Median",2611.5,0
"461",2020-08-08,"B","Median",2736,0
"462",2020-08-09,"B","Median",2827,0
"463",2020-08-10,"B","Median",2903,0
"464",2020-08-11,"B","Median",3008.5,0
"465",2020-08-12,"B","Median",3098.5,0
"466",2020-08-13,"B","Median",3156.5,0
"467",2020-08-14,"B","Median",3204.5,0
"468",2020-08-15,"B","Median",3260,0
"469",2020-08-16,"B","Median",3261.5,0
"470",2020-08-17,"B","Median",3284,0
"471",2020-08-18,"B","Median",3296,0
"472",2020-08-19,"B","Median",3261.5,0
"473",2020-08-20,"B","Median",3238.5,0
"474",2020-08-21,"B","Median",3204.5,0
"475",2020-08-22,"B","Median",3169,0
"476",2020-08-23,"B","Median",3152,0
"477",2020-08-24,"B","Median",3121,0
"478",2020-08-25,"B","Median",3070.5,0
"479",2020-08-26,"B","Median",3003,0
"480",2020-08-27,"B","Median",2973.5,0
"481",2020-08-28,"B","Median",2937.5,0
"482",2020-08-29,"B","Median",2882,0
"483",2020-08-30,"B","Median",2837.5,0
"484",2020-08-31,"B","Median",2785,0
"485",2020-09-01,"B","Median",2729.5,0
"486",2020-09-02,"B","Median",2678,0
"487",2020-09-03,"B","Median",2621,0
"488",2020-09-04,"B","Median",2586,0
"489",2020-09-05,"B","Median",2528,0
"490",2020-09-06,"B","Median",2473,0
"491",2020-09-07,"B","Median",2422,0
"492",2020-09-08,"B","Median",2373,0
"493",2020-09-09,"B","Median",2327.5,0
"494",2020-09-10,"B","Median",2287.5,0
"495",2020-09-11,"B","Median",2214.5,0
"496",2020-09-12,"B","Median",2178.5,0
"497",2020-09-13,"B","Median",2110.5,0
"498",2020-09-14,"B","Median",2067.5,0
"499",2020-09-15,"B","Median",2007.5,0
"500",2020-09-16,"B","Median",1959.5,0
"501",2020-09-17,"B","Median",1907,0
"502",2020-09-18,"B","Median",1852,0
"503",2020-09-19,"B","Median",1783.5,0
"504",2020-09-20,"B","Median",1726,0
"505",2020-09-21,"B","Median",1664,0
"506",2020-09-22,"B","Median",1605,0
"507",2020-09-23,"B","Median",1540.5,0
"508",2020-09-24,"B","Median",1471,0
"509",2020-09-25,"B","Median",1406.5,0
"510",2020-09-26,"B","Median",1344,0
"511",2020-09-27,"B","Median",1266.5,0
"512",2020-09-28,"B","Median",1218.5,0
"513",2020-09-29,"B","Median",1154,0
"514",2020-09-30,"B","Median",1103,0
"515",2020-10-01,"B","Median",1036,0
"516",2020-10-02,"B","Median",985,0
"517",2020-10-03,"B","Median",923,0
"518",2020-10-04,"B","Median",878.5,0
"519",2020-10-05,"B","Median",834,0
"520",2020-10-06,"B","Median",787,0
"521",2020-10-07,"B","Median",730.5,0
"522",2020-10-08,"B","Median",699.5,0
"523",2020-10-09,"B","Median",653,0
"524",2020-10-10,"B","Median",618,0
"525",2020-10-11,"B","Median",577.5,0
"526",2020-10-12,"B","Median",544,0
"527",2020-10-13,"B","Median",517,0
"528",2020-10-14,"B","Median",489,0
"529",2020-10-15,"B","Median",450,0
"530",2020-10-16,"B","Median",427.5,0
"531",2020-10-17,"B","Median",400,0
"532",2020-10-18,"B","Median",374,0
"533",2020-10-19,"B","Median",353.5,0
"534",2020-10-20,"B","Median",334.5,0
"535",2020-10-21,"B","Median",307,0
"536",2020-10-22,"B","Median",290,0
"537",2020-10-23,"B","Median",276.5,0
"538",2020-10-24,"B","Median",257,0
"539",2020-10-25,"B","Median",242.5,0
"540",2020-10-26,"B","Median",226,0
"541",2020-10-27,"B","Median",217,0
"542",2020-10-28,"B","Median",201,0
"543",2020-10-29,"B","Median",188.5,0
"544",2020-10-30,"B","Median",175.5,0
"545",2020-10-31,"B","Median",163,0
"546",2020-11-01,"B","Median",153.5,0
"547",2020-11-02,"B","Median",149,0
"548",2020-11-03,"B","Median",136.5,0
"549",2020-11-04,"B","Median",129,0
"550",2020-11-05,"B","Median",122,0
"551",2020-11-06,"B","Median",113.5,0
"552",2020-11-07,"B","Median",105.5,0
"553",2020-11-08,"B","Median",103,0
"554",2020-11-09,"B","Median",95,0
"555",2020-11-10,"B","Median",89,0
"556",2020-11-11,"B","Median",81.5,0
"557",2020-11-12,"B","Median",79,0
"558",2020-11-13,"B","Median",71,0
"559",2020-11-14,"B","Median",67,0
"560",2020-11-15,"B","Median",64,0
"561",2020-11-16,"B","Median",61,0
"562",2020-11-17,"B","Median",57,0
"563",2020-11-18,"B","Median",54,0
"564",2020-11-19,"B","Median",51.5,0
"565",2020-11-20,"B","Median",46,0
"566",2020-11-21,"B","Median",44,0
"567",2020-11-22,"B","Median",40,0
"568",2020-11-23,"B","Median",39.5,0
"569",2020-11-24,"B","Median",36,0
"570",2020-11-25,"B","Median",34.5,0
"571",2020-11-26,"B","Median",32,0
"572",2020-11-27,"B","Median",31,0
"573",2020-11-28,"B","Median",29,0
"574",2020-11-29,"B","Median",27,0
"575",2020-11-30,"B","Median",25,0
"576",2020-12-01,"B","Median",23,0
"577",2020-12-02,"B","Median",22,0
"578",2020-12-03,"B","Median",20.5,0
"579",2020-12-04,"B","Median",17.5,0
"580",2020-12-05,"B","Median",17,0
"581",2020-12-06,"B","Median",16,0
"582",2020-12-07,"B","Median",15,0
"583",2020-12-08,"B","Median",14,0
"584",2020-12-09,"B","Median",14,0
"585",2020-12-10,"B","Median",13,0
"586",2020-12-11,"B","Median",12,0
"587",2020-12-12,"B","Median",12,0
"588",2020-12-13,"B","Median",12,0
"589",2020-12-14,"B","Median",10,0
"590",2020-12-15,"B","Median",10,0
"591",2020-12-16,"B","Median",9,0
"592",2020-12-17,"B","Median",9,0
"593",2020-12-18,"B","Median",8,0
"594",2020-12-19,"B","Median",8,0
"595",2020-12-20,"B","Median",8,0
"596",2020-12-21,"B","Median",8,0
"597",2020-12-22,"B","Median",7,0
"598",2020-12-23,"B","Median",6,0
"599",2020-12-24,"B","Median",5,0
"600",2020-12-25,"B","Median",NA,0
"601",2020-03-01,"C","Median",0,0
"602",2020-03-02,"C","Median",0,0
"603",2020-03-03,"C","Median",0,0
"604",2020-03-04,"C","Median",1,0
"605",2020-03-05,"C","Median",1,0
"606",2020-03-06,"C","Median",1,0
"607",2020-03-07,"C","Median",1,0
"608",2020-03-08,"C","Median",1,0
"609",2020-03-09,"C","Median",4,0
"610",2020-03-10,"C","Median",5,0
"611",2020-03-11,"C","Median",6,0
"612",2020-03-12,"C","Median",6,0
"613",2020-03-13,"C","Median",6,0
"614",2020-03-14,"C","Median",6,0
"615",2020-03-15,"C","Median",6,0
"616",2020-03-16,"C","Median",6,0
"617",2020-03-17,"C","Median",6,0
"618",2020-03-18,"C","Median",6,0
"619",2020-03-19,"C","Median",6,0
"620",2020-03-20,"C","Median",6,0
"621",2020-03-21,"C","Median",6,0
"622",2020-03-22,"C","Median",6,0
"623",2020-03-23,"C","Median",6,0
"624",2020-03-24,"C","Median",6,0
"625",2020-03-25,"C","Median",6,0
"626",2020-03-26,"C","Median",6,0
"627",2020-03-27,"C","Median",6,0
"628",2020-03-28,"C","Median",6,0
"629",2020-03-29,"C","Median",8,0
"630",2020-03-30,"C","Median",8,0
"631",2020-03-31,"C","Median",8,0
"632",2020-04-01,"C","Median",8,0
"633",2020-04-02,"C","Median",8,0
"634",2020-04-03,"C","Median",8,0
"635",2020-04-04,"C","Median",8,0
"636",2020-04-05,"C","Median",8,0
"637",2020-04-06,"C","Median",8,0
"638",2020-04-07,"C","Median",8,0
"639",2020-04-08,"C","Median",8,0
"640",2020-04-09,"C","Median",8,0
"641",2020-04-10,"C","Median",8,0
"642",2020-04-11,"C","Median",8,0
"643",2020-04-12,"C","Median",8,0
"644",2020-04-13,"C","Median",8,0
"645",2020-04-14,"C","Median",8,0
"646",2020-04-15,"C","Median",8,0
"647",2020-04-16,"C","Median",8,0
"648",2020-04-17,"C","Median",9,0
"649",2020-04-18,"C","Median",9,0
"650",2020-04-19,"C","Median",8.5,0
"651",2020-04-20,"C","Median",10,0
"652",2020-04-21,"C","Median",9,0
"653",2020-04-22,"C","Median",9,0
"654",2020-04-23,"C","Median",10,0
"655",2020-04-24,"C","Median",10,0
"656",2020-04-25,"C","Median",10.5,0
"657",2020-04-26,"C","Median",11,0
"658",2020-04-27,"C","Median",12,0
"659",2020-04-28,"C","Median",12,0
"660",2020-04-29,"C","Median",14,0
"661",2020-04-30,"C","Median",14,0
"662",2020-05-01,"C","Median",16,0
"663",2020-05-02,"C","Median",18,0
"664",2020-05-03,"C","Median",18,0
"665",2020-05-04,"C","Median",18,0
"666",2020-05-05,"C","Median",18,0
"667",2020-05-06,"C","Median",20,0
"668",2020-05-07,"C","Median",20,0
"669",2020-05-08,"C","Median",21,0
"670",2020-05-09,"C","Median",21,0
"671",2020-05-10,"C","Median",23,0
"672",2020-05-11,"C","Median",26,0
"673",2020-05-12,"C","Median",27,0
"674",2020-05-13,"C","Median",29,0
"675",2020-05-14,"C","Median",31,0
"676",2020-05-15,"C","Median",33,0
