"","Time","scenario","summary_stat","incident_hosp","number"
"1",2020-03-01,"A","Median",0,0
"2",2020-03-02,"A","Median",0,0
"3",2020-03-03,"A","Median",0.366408114558473,0
"4",2020-03-04,"A","Median",0.366408114558473,0
"5",2020-03-05,"A","Median",0,0
"6",2020-03-06,"A","Median",0,0
"7",2020-03-07,"A","Median",0.366408114558473,0
"8",2020-03-08,"A","Median",0.366408114558473,0
"9",2020-03-09,"A","Median",0.366408114558473,0
"10",2020-03-10,"A","Median",0.366408114558473,0
"11",2020-03-11,"A","Median",0.366408114558473,0
"12",2020-03-12,"A","Median",0.366408114558473,0
"13",2020-03-13,"A","Median",1.21542909357945,0
"14",2020-03-14,"A","Median",1.58183720813792,0
"15",2020-03-15,"A","Median",1.78983720813792,0
"16",2020-03-16,"A","Median",1.78983720813792,0
"17",2020-03-17,"A","Median",1.78983720813792,0
"18",2020-03-18,"A","Median",1.78983720813792,0
"19",2020-03-19,"A","Median",1.78983720813792,0
"20",2020-03-20,"A","Median",1.78983720813792,0
"21",2020-03-21,"A","Median",1.78983720813792,0
"22",2020-03-22,"A","Median",1.78983720813792,0
"23",2020-03-23,"A","Median",1.78983720813792,0
"24",2020-03-24,"A","Median",1.78983720813792,0
"25",2020-03-25,"A","Median",1.78983720813792,0
"26",2020-03-26,"A","Median",1.78983720813792,0
"27",2020-03-27,"A","Median",1.78983720813792,0
"28",2020-03-28,"A","Median",1.78983720813792,0
"29",2020-03-29,"A","Median",1.78983720813792,0
"30",2020-03-30,"A","Median",1.78983720813792,0
"31",2020-03-31,"A","Median",1.78983720813792,0
"32",2020-04-01,"A","Median",2.07284420114492,0
"33",2020-04-02,"A","Median",2.42401799909838,0
"34",2020-04-03,"A","Median",2.35585119415191,0
"35",2020-04-04,"A","Median",2.67294158963214,0
"36",2020-04-05,"A","Median",2.35585119415191,0
"37",2020-04-06,"A","Median",2.35585119415191,0
"38",2020-04-07,"A","Median",2.35585119415191,0
"39",2020-04-08,"A","Median",2.35585119415191,0
"40",2020-04-09,"A","Median",2.35585119415191,0
"41",2020-04-10,"A","Median",2.35585119415191,0
"42",2020-04-11,"A","Median",2.35585119415191,0
"43",2020-04-12,"A","Median",2.35585119415191,0
"44",2020-04-13,"A","Median",2.35585119415191,0
"45",2020-04-14,"A","Median",2.35585119415191,0
"46",2020-04-15,"A","Median",2.35585119415191,0
"47",2020-04-16,"A","Median",2.35585119415191,0
"48",2020-04-17,"A","Median",2.35585119415191,0
"49",2020-04-18,"A","Median",2.35585119415191,0
"50",2020-04-19,"A","Median",2.35585119415191,0
"51",2020-04-20,"A","Median",2.35585119415191,0
"52",2020-04-21,"A","Median",2.35585119415191,0
"53",2020-04-22,"A","Median",2.35585119415191,0
"54",2020-04-23,"A","Median",2.35585119415191,0
"55",2020-04-24,"A","Median",2.35585119415191,0
"56",2020-04-25,"A","Median",2.35585119415191,0
"57",2020-04-26,"A","Median",2.35585119415191,0
"58",2020-04-27,"A","Median",2.35585119415191,0
"59",2020-04-28,"A","Median",2.35585119415191,0
"60",2020-04-29,"A","Median",2.35585119415191,0
"61",2020-04-30,"A","Median",2.35585119415191,0
"62",2020-05-01,"A","Median",2.35585119415191,0
"63",2020-05-02,"A","Median",2.35585119415191,0
"64",2020-05-03,"A","Median",2.35585119415191,0
"65",2020-05-04,"A","Median",2.6388581871589,0
"66",2020-05-05,"A","Median",2.49735469065541,0
"67",2020-05-06,"A","Median",2.35585119415191,0
"68",2020-05-07,"A","Median",2.6388581871589,0
"69",2020-05-08,"A","Median",2.6388581871589,0
"70",2020-05-09,"A","Median",2.35585119415191,0
"71",2020-05-10,"A","Median",2.6388581871589,0
"72",2020-05-11,"A","Median",2.6388581871589,0
"73",2020-05-12,"A","Median",2.6388581871589,0
"74",2020-05-13,"A","Median",2.35585119415191,0
"75",2020-05-14,"A","Median",3.27303897811935,0
"76",2020-05-15,"A","Median",2.6388581871589,0
"77",2020-05-16,"A","Median",3.27303897811935,0
"78",2020-05-17,"A","Median",3.55604597112635,0
"79",2020-05-18,"A","Median",2.6388581871589,0
"80",2020-05-19,"A","Median",2.6388581871589,0
"81",2020-05-20,"A","Median",2.6388581871589,0
"82",2020-05-21,"A","Median",3.27303897811935,0
"83",2020-05-22,"A","Median",3.27303897811935,0
"84",2020-05-23,"A","Median",3.27303897811935,0
"85",2020-05-24,"A","Median",3.27303897811935,0
"86",2020-05-25,"A","Median",3.27303897811935,0
"87",2020-05-26,"A","Median",3.27303897811935,0
"88",2020-05-27,"A","Median",3.27303897811935,0
"89",2020-05-28,"A","Median",3.27303897811935,0
"90",2020-05-29,"A","Median",3.27303897811935,0
"91",2020-05-30,"A","Median",3.27303897811935,0
"92",2020-05-31,"A","Median",3.55604597112635,0
"93",2020-06-01,"A","Median",3.55604597112635,0
"94",2020-06-02,"A","Median",3.27303897811935,0
"95",2020-06-03,"A","Median",3.55604597112635,0
"96",2020-06-04,"A","Median",3.92245408568482,0
"97",2020-06-05,"A","Median",3.92245408568482,0
"98",2020-06-06,"A","Median",3.27303897811935,0
"99",2020-06-07,"A","Median",3.55604597112635,0
"100",2020-06-08,"A","Median",3.55604597112635,0
"101",2020-06-09,"A","Median",3.27303897811935,0
"102",2020-06-10,"A","Median",3.63944709267783,0
"103",2020-06-11,"A","Median",3.55604597112635,0
"104",2020-06-12,"A","Median",3.63944709267783,0
"105",2020-06-13,"A","Median",3.63944709267783,0
"106",2020-06-14,"A","Median",3.63944709267783,0
"107",2020-06-15,"A","Median",3.55604597112635,0
"108",2020-06-16,"A","Median",3.55604597112635,0
"109",2020-06-17,"A","Median",3.92245408568482,0
"110",2020-06-18,"A","Median",3.92245408568482,0
"111",2020-06-19,"A","Median",3.55604597112635,0
"112",2020-06-20,"A","Median",3.92245408568482,0
"113",2020-06-21,"A","Median",3.55604597112635,0
"114",2020-06-22,"A","Median",3.92245408568482,0
"115",2020-06-23,"A","Median",3.63944709267783,0
"116",2020-06-24,"A","Median",3.55604597112635,0
"117",2020-06-25,"A","Median",3.92245408568482,0
"118",2020-06-26,"A","Median",3.92245408568482,0
"119",2020-06-27,"A","Median",3.92245408568482,0
"120",2020-06-28,"A","Median",3.63944709267783,0
"121",2020-06-29,"A","Median",3.63944709267783,0
"122",2020-06-30,"A","Median",3.63944709267783,0
"123",2020-07-01,"A","Median",3.63944709267783,0
"124",2020-07-02,"A","Median",3.92245408568482,0
"125",2020-07-03,"A","Median",3.63944709267783,0
"126",2020-07-04,"A","Median",3.92245408568482,0
"127",2020-07-05,"A","Median",3.63944709267783,0
"128",2020-07-06,"A","Median",4.49686220024329,0
"129",2020-07-07,"A","Median",5.23781446171177,0
"130",2020-07-08,"A","Median",5.67071907976674,0
"131",2020-07-09,"A","Median",6.32013418733221,0
"132",2020-07-10,"A","Median",7.20258994530418,0
"133",2020-07-11,"A","Median",8.69418584383009,0
"134",2020-07-12,"A","Median",9.06059395838857,0
"135",2020-07-13,"A","Median",9.66004272335354,0
"136",2020-07-14,"A","Median",10.9436386218795,0
"137",2020-07-15,"A","Median",11.5430873868444,0
"138",2020-07-16,"A","Median",12.4005024944099,0
"139",2020-07-17,"A","Median",14.3335135005013,0
"140",2020-07-18,"A","Median",15.5073703800247,0
"141",2020-07-19,"A","Median",16.6477924805972,0
"142",2020-07-20,"A","Median",17.6136493601206,0
"143",2020-07-21,"A","Median",19.4034865682586,0
"144",2020-07-22,"A","Median",20.845116124184,0
"145",2020-07-23,"A","Median",23.3775758952404,0
"146",2020-07-24,"A","Median",26.0346345447452,0
"147",2020-07-25,"A","Median",27.9329135248411,0
"148",2020-07-26,"A","Median",30.1056890084336,0
"149",2020-07-27,"A","Median",32.8044482187142,0
"150",2020-07-28,"A","Median",36.8702044490722,0
"151",2020-07-29,"A","Median",38.7850135900641,0
"152",2020-07-30,"A","Median",42.1817286567465,0
"153",2020-07-31,"A","Median",46.6011854478802,0
"154",2020-08-01,"A","Median",51.0859003773257,0
"155",2020-08-02,"A","Median",55.9324518998985,0
"156",2020-08-03,"A","Median",62.0379906068559,0
"157",2020-08-04,"A","Median",66.2184096323878,0
"158",2020-08-05,"A","Median",71.7021006450085,0
"159",2020-08-06,"A","Median",77.0317678359225,0
"160",2020-08-07,"A","Median",84.4911506844022,0
"161",2020-08-08,"A","Median",92.7150567603935,0
"162",2020-08-09,"A","Median",101.255779065502,0
"163",2020-08-10,"A","Median",109.325718798893,0
"164",2020-08-11,"A","Median",119.416454952778,0
"165",2020-08-12,"A","Median",131.05966085065,0
"166",2020-08-13,"A","Median",143.289550480597,0
"167",2020-08-14,"A","Median",152.91368773853,0
"168",2020-08-15,"A","Median",166.842063248538,0
"169",2020-08-16,"A","Median",185.100145058193,0
"170",2020-08-17,"A","Median",197.750031135326,0
"171",2020-08-18,"A","Median",212.253379127295,0
"172",2020-08-19,"A","Median",228.36634434347,0
"173",2020-08-20,"A","Median",248.347112292391,0
"174",2020-08-21,"A","Median",268.646738356979,0
"175",2020-08-22,"A","Median",292.960442598939,0
"176",2020-08-23,"A","Median",313.908988378372,0
"177",2020-08-24,"A","Median",336.61924948774,0
"178",2020-08-25,"A","Median",365.379338159947,0
"179",2020-08-26,"A","Median",393.576405507511,0
"180",2020-08-27,"A","Median",417.437826690544,0
"181",2020-08-28,"A","Median",447.969322032779,0
"182",2020-08-29,"A","Median",471.701581929629,0
"183",2020-08-30,"A","Median",506.563629971118,0
"184",2020-08-31,"A","Median",541.255110712487,0
"185",2020-09-01,"A","Median",575.705866456913,0
"186",2020-09-02,"A","Median",606.905684909936,0
"187",2020-09-03,"A","Median",641.735202281517,0
"188",2020-09-04,"A","Median",680.978042256752,0
"189",2020-09-05,"A","Median",722.937550265327,0
"190",2020-09-06,"A","Median",748.937953960849,0
"191",2020-09-07,"A","Median",779.541859541063,0
"192",2020-09-08,"A","Median",806.147542656775,0
"193",2020-09-09,"A","Median",827.611270354094,0
"194",2020-09-10,"A","Median",860.337922412016,0
"195",2020-09-11,"A","Median",875.289150003476,0
"196",2020-09-12,"A","Median",897.47699454478,0
"197",2020-09-13,"A","Median",904.502827221478,0
"198",2020-09-14,"A","Median",901.411476280106,0
"199",2020-09-15,"A","Median",904.249661704248,0
"200",2020-09-16,"A","Median",905.8534730952,0
"201",2020-09-17,"A","Median",912.664582170694,0
"202",2020-09-18,"A","Median",915.412107666475,0
"203",2020-09-19,"A","Median",910.24313514886,0
"204",2020-09-20,"A","Median",907.058968312676,0
"205",2020-09-21,"A","Median",900.462476955471,0
"206",2020-09-22,"A","Median",889.073867374118,0
"207",2020-09-23,"A","Median",886.555163611786,0
"208",2020-09-24,"A","Median",880.179518216849,0
"209",2020-09-25,"A","Median",861.354168881042,0
"210",2020-09-26,"A","Median",850.140475492129,0
"211",2020-09-27,"A","Median",842.833733718776,0
"212",2020-09-28,"A","Median",829.325829403908,0
"213",2020-09-29,"A","Median",815.374798306584,0
"214",2020-09-30,"A","Median",802.728556615195,0
"215",2020-10-01,"A","Median",784.937741076848,0
"216",2020-10-02,"A","Median",775.104297912858,0
"217",2020-10-03,"A","Median",758.594728712524,0
"218",2020-10-04,"A","Median",743.857120456798,0
"219",2020-10-05,"A","Median",729.208092477829,0
"220",2020-10-06,"A","Median",719.559381972837,0
"221",2020-10-07,"A","Median",700.018186459264,0
"222",2020-10-08,"A","Median",689.501971497135,0
"223",2020-10-09,"A","Median",674.038684023818,0
"224",2020-10-10,"A","Median",660.629673243299,0
"225",2020-10-11,"A","Median",643.907696233289,0
"226",2020-10-12,"A","Median",626.446574268993,0
"227",2020-10-13,"A","Median",613.788170255696,0
"228",2020-10-14,"A","Median",598.954729538831,0
"229",2020-10-15,"A","Median",583.740405243042,0
"230",2020-10-16,"A","Median",566.43395568848,0
"231",2020-10-17,"A","Median",550.103204747773,0
"232",2020-10-18,"A","Median",534.512405190273,0
"233",2020-10-19,"A","Median",512.858963040086,0
"234",2020-10-20,"A","Median",499.319630432287,0
"235",2020-10-21,"A","Median",484.743905182593,0
"236",2020-10-22,"A","Median",463.678227288774,0
"237",2020-10-23,"A","Median",445.822638907575,0
"238",2020-10-24,"A","Median",422.494691541722,0
"239",2020-10-25,"A","Median",407.189216499447,0
"240",2020-10-26,"A","Median",388.157347483856,0
"241",2020-10-27,"A","Median",372.75440019069,0
"242",2020-10-28,"A","Median",353.627940937671,0
"243",2020-10-29,"A","Median",336.245056079179,0
"244",2020-10-30,"A","Median",321.347587983194,0
"245",2020-10-31,"A","Median",302.24954398126,0
"246",2020-11-01,"A","Median",289.355000616836,0
"247",2020-11-02,"A","Median",275.670415645091,0
"248",2020-11-03,"A","Median",259.020377753303,0
"249",2020-11-04,"A","Median",246.254942770551,0
"250",2020-11-05,"A","Median",233.61967040693,0
"251",2020-11-06,"A","Median",219.500442784413,0
"252",2020-11-07,"A","Median",207.314995727072,0
"253",2020-11-08,"A","Median",197.310834642834,0
"254",2020-11-09,"A","Median",184.791696196998,0
"255",2020-11-10,"A","Median",175.569187056742,0
"256",2020-11-11,"A","Median",164.793001983151,0
"257",2020-11-12,"A","Median",156.39409871435,0
"258",2020-11-13,"A","Median",149.064225322378,0
"259",2020-11-14,"A","Median",137.938641582179,0
"260",2020-11-15,"A","Median",130.164069958848,0
"261",2020-11-16,"A","Median",121.476192040522,0
"262",2020-11-17,"A","Median",113.12965212767,0
"263",2020-11-18,"A","Median",107.145765550332,0
"264",2020-11-19,"A","Median",101.42390064464,0
"265",2020-11-20,"A","Median",95.2893394720121,0
"266",2020-11-21,"A","Median",89.9594555938411,0
"267",2020-11-22,"A","Median",82.0835979619115,0
"268",2020-11-23,"A","Median",78.2941663064019,0
"269",2020-11-24,"A","Median",75.8441803279112,0
"270",2020-11-25,"A","Median",69.676831597101,0
"271",2020-11-26,"A","Median",64.99022129441,0
"272",2020-11-27,"A","Median",60.5810736409564,0
"273",2020-11-28,"A","Median",57.4144330789396,0
"274",2020-11-29,"A","Median",54.9300895316124,0
"275",2020-11-30,"A","Median",51.2951430927523,0
"276",2020-12-01,"A","Median",47.3841007165592,0
"277",2020-12-02,"A","Median",44.2487586980004,0
"278",2020-12-03,"A","Median",42.0328409896977,0
"279",2020-12-04,"A","Median",40.1100107745668,0
"280",2020-12-05,"A","Median",37.1696870358619,0
"281",2020-12-06,"A","Median",34.471172533267,0
"282",2020-12-07,"A","Median",33.6431248898535,0
"283",2020-12-08,"A","Median",30.5559330928017,0
"284",2020-12-09,"A","Median",28.6080622272643,0
"285",2020-12-10,"A","Median",27.6508441839711,0
"286",2020-12-11,"A","Median",26.1150209618471,0
"287",2020-12-12,"A","Median",23.3900402150815,0
"288",2020-12-13,"A","Median",22.2454210502368,0
"289",2020-12-14,"A","Median",20.6292262732624,0
"290",2020-12-15,"A","Median",20.0297775082974,0
"291",2020-12-16,"A","Median",18.9226618399562,0
"292",2020-12-17,"A","Median",17.9987502288942,0
"293",2020-12-18,"A","Median",16.0519805324148,0
"294",2020-12-19,"A","Median",15.4569735394078,0
"295",2020-12-20,"A","Median",14.4205514388354,0
"296",2020-12-21,"A","Median",13.0954422081132,0
"297",2020-12-22,"A","Median",12.87492188291,0
"298",2020-12-23,"A","Median",11.651098660786,0
"299",2020-12-24,"A","Median",11.7344997823375,0
"300",2020-12-25,"A","Median",10.952091667779,0
"301",2020-03-01,"B","Median",0,0
"302",2020-03-02,"B","Median",0,0
"303",2020-03-03,"B","Median",0,0
"304",2020-03-04,"B","Median",0.366408114558473,0
"305",2020-03-05,"B","Median",0,0
"306",2020-03-06,"B","Median",0,0
"307",2020-03-07,"B","Median",0,0
"308",2020-03-08,"B","Median",0.366408114558473,0
"309",2020-03-09,"B","Median",0.366408114558473,0
"310",2020-03-10,"B","Median",0.366408114558473,0
"311",2020-03-11,"B","Median",0.366408114558473,0
"312",2020-03-12,"B","Median",0.649415107565465,0
"313",2020-03-13,"B","Median",0.932422100572459,0
"314",2020-03-14,"B","Median",1.58183720813792,0
"315",2020-03-15,"B","Median",1.78983720813792,0
"316",2020-03-16,"B","Median",1.78983720813792,0
"317",2020-03-17,"B","Median",1.78983720813792,0
"318",2020-03-18,"B","Median",1.78983720813792,0
"319",2020-03-19,"B","Median",1.78983720813792,0
"320",2020-03-20,"B","Median",1.78983720813792,0
"321",2020-03-21,"B","Median",1.78983720813792,0
"322",2020-03-22,"B","Median",1.78983720813792,0
"323",2020-03-23,"B","Median",1.78983720813792,0
"324",2020-03-24,"B","Median",1.78983720813792,0
"325",2020-03-25,"B","Median",1.78983720813792,0
"326",2020-03-26,"B","Median",1.78983720813792,0
"327",2020-03-27,"B","Median",1.78983720813792,0
"328",2020-03-28,"B","Median",1.78983720813792,0
"329",2020-03-29,"B","Median",1.78983720813792,0
"330",2020-03-30,"B","Median",1.78983720813792,0
"331",2020-03-31,"B","Median",1.78983720813792,0
"332",2020-04-01,"B","Median",2.07284420114492,0
"333",2020-04-02,"B","Median",2.07284420114492,0
"334",2020-04-03,"B","Median",2.35585119415191,0
"335",2020-04-04,"B","Median",2.35585119415191,0
"336",2020-04-05,"B","Median",2.35585119415191,0
"337",2020-04-06,"B","Median",2.35585119415191,0
"338",2020-04-07,"B","Median",2.35585119415191,0
"339",2020-04-08,"B","Median",2.35585119415191,0
"340",2020-04-09,"B","Median",2.35585119415191,0
"341",2020-04-10,"B","Median",2.35585119415191,0
"342",2020-04-11,"B","Median",2.35585119415191,0
"343",2020-04-12,"B","Median",2.35585119415191,0
"344",2020-04-13,"B","Median",2.35585119415191,0
"345",2020-04-14,"B","Median",2.35585119415191,0
"346",2020-04-15,"B","Median",2.35585119415191,0
"347",2020-04-16,"B","Median",2.35585119415191,0
"348",2020-04-17,"B","Median",2.35585119415191,0
"349",2020-04-18,"B","Median",2.35585119415191,0
"350",2020-04-19,"B","Median",2.35585119415191,0
"351",2020-04-20,"B","Median",2.35585119415191,0
"352",2020-04-21,"B","Median",2.35585119415191,0
"353",2020-04-22,"B","Median",2.99003198511236,0
"354",2020-04-23,"B","Median",2.99003198511236,0
"355",2020-04-24,"B","Median",2.35585119415191,0
"356",2020-04-25,"B","Median",2.99003198511236,0
"357",2020-04-26,"B","Median",3.35644009967083,0
"358",2020-04-27,"B","Median",3.35644009967083,0
"359",2020-04-28,"B","Median",3.35644009967083,0
"360",2020-04-29,"B","Median",3.63944709267783,0
"361",2020-04-30,"B","Median",3.63944709267783,0
"362",2020-05-01,"B","Median",3.63944709267783,0
"363",2020-05-02,"B","Median",3.63944709267783,0
"364",2020-05-03,"B","Median",4.13045408568482,0
"365",2020-05-04,"B","Median",4.13045408568482,0
"366",2020-05-05,"B","Median",4.13045408568482,0
"367",2020-05-06,"B","Median",4.49686220024329,0
"368",2020-05-07,"B","Median",4.49686220024329,0
"369",2020-05-08,"B","Median",4.49686220024329,0
"370",2020-05-09,"B","Median",4.49686220024329,0
"371",2020-05-10,"B","Median",4.49686220024329,0
"372",2020-05-11,"B","Median",4.49686220024329,0
"373",2020-05-12,"B","Median",4.5219028506498,0
"374",2020-05-13,"B","Median",4.5219028506498,0
"375",2020-05-14,"B","Median",4.5219028506498,0
"376",2020-05-15,"B","Median",5.31282145471876,0
"377",2020-05-16,"B","Median",5.52082145471876,0
"378",2020-05-17,"B","Median",5.66232495122226,0
"379",2020-05-18,"B","Median",5.66232495122226,0
"380",2020-05-19,"B","Median",6.02873306578073,0
"381",2020-05-20,"B","Median",6.31174005878772,0
"382",2020-05-21,"B","Median",6.31174005878772,0
"383",2020-05-22,"B","Median",6.51974005878772,0
"384",2020-05-23,"B","Median",6.51974005878772,0
"385",2020-05-24,"B","Median",6.80274705179471,0
"386",2020-05-25,"B","Median",7.16915516635319,0
"387",2020-05-26,"B","Median",7.19419581675969,0
"388",2020-05-27,"B","Median",7.40219581675969,0
"389",2020-05-28,"B","Median",7.68520280976668,0
"390",2020-05-29,"B","Median",8.68579171528561,0
"391",2020-05-30,"B","Median",9.33520682285107,0
"392",2020-05-31,"B","Median",9.54320682285107,0
"393",2020-06-01,"B","Median",10.217662580823,0
"394",2020-06-02,"B","Median",10.217662580823,0
"395",2020-06-03,"B","Median",10.425662580823,0
"396",2020-06-04,"B","Median",11.5677549828455,0
"397",2020-06-05,"B","Median",11.3580846813955,0
"398",2020-06-06,"B","Median",12.5666735869144,0
"399",2020-06-07,"B","Median",13.2411293448864,0
"400",2020-06-08,"B","Median",13.2411293448864,0
"401",2020-06-09,"B","Median",14.0985444524519,0
"402",2020-06-10,"B","Median",14.6645584384658,0
"403",2020-06-11,"B","Median",16.5225624515502,0
"404",2020-06-12,"B","Median",16.5476031019567,0
"405",2020-06-13,"B","Median",16.6516031019567,0
"406",2020-06-14,"B","Median",17.7714263240807,0
"407",2020-06-15,"B","Median",18.1378344386392,0
"408",2020-06-16,"B","Median",19.1948554176601,0
"409",2020-06-17,"B","Median",19.5863041826251,0
"410",2020-06-18,"B","Median",20.794893088144,0
"411",2020-06-19,"B","Median",22.2183221817235,0
"412",2020-06-20,"B","Median",22.6097709466885,0
"413",2020-06-21,"B","Median",24.5717749597729,0
"414",2020-06-22,"B","Median",26.1084915131048,0
"415",2020-06-23,"B","Median",27.3328336092777,0
"416",2020-06-24,"B","Median",28.2736498383947,0
"417",2020-06-25,"B","Median",30.0885276969391,0
"418",2020-06-26,"B","Median",30.9709834549111,0
"419",2020-06-27,"B","Median",32.0116026197558,0
"420",2020-06-28,"B","Median",34.9104705053706,0
"421",2020-06-29,"B","Median",35.8676885486638,0
"422",2020-06-30,"B","Median",37.1763250975963,0
"423",2020-07-01,"B","Median",38.8411889701267,0
"424",2020-07-02,"B","Median",41.1406080907765,0
"425",2020-07-03,"B","Median",42.6808730848585,0
"426",2020-07-04,"B","Median",44.0890678618329,0
"427",2020-07-05,"B","Median",46.6198573314393,0
"428",2020-07-06,"B","Median",54.5487963722054,0
"429",2020-07-07,"B","Median",60.8871310218836,0
"430",2020-07-08,"B","Median",67.463667585062,0
"431",2020-07-09,"B","Median",73.8888809294281,0
"432",2020-07-10,"B","Median",82.230732924387,0
"433",2020-07-11,"B","Median",88.7388285162556,0
"434",2020-07-12,"B","Median",96.1926595743123,0
"435",2020-07-13,"B","Median",103.622069146807,0
"436",2020-07-14,"B","Median",111.733464733288,0
"437",2020-07-15,"B","Median",122.531588620218,0
"438",2020-07-16,"B","Median",131.90035856874,0
"439",2020-07-17,"B","Median",143.474296492606,0
"440",2020-07-18,"B","Median",157.332294010145,0
"441",2020-07-19,"B","Median",169.238211647616,0
"442",2020-07-20,"B","Median",181.857325466498,0
"443",2020-07-21,"B","Median",197.609679066224,0
"444",2020-07-22,"B","Median",211.61099620136,0
"445",2020-07-23,"B","Median",227.255543264142,0
"446",2020-07-24,"B","Median",247.15449058312,0
"447",2020-07-25,"B","Median",266.106396110664,0
"448",2020-07-26,"B","Median",286.466845762369,0
"449",2020-07-27,"B","Median",303.433584765723,0
"450",2020-07-28,"B","Median",327.935699821408,0
"451",2020-07-29,"B","Median",352.962974737434,0
"452",2020-07-30,"B","Median",377.828014392688,0
"453",2020-07-31,"B","Median",407.335684769021,0
"454",2020-08-01,"B","Median",429.472630309371,0
"455",2020-08-02,"B","Median",462.336531544772,0
"456",2020-08-03,"B","Median",492.867328231031,0
"457",2020-08-04,"B","Median",524.175666734785,0
"458",2020-08-05,"B","Median",554.274352231535,0
"459",2020-08-06,"B","Median",592.722854818637,0
"460",2020-08-07,"B","Median",618.618319459267,0
"461",2020-08-08,"B","Median",659.284702048046,0
"462",2020-08-09,"B","Median",698.378480126492,0
"463",2020-08-10,"B","Median",731.471179680564,0
"464",2020-08-11,"B","Median",768.711187648978,0
"465",2020-08-12,"B","Median",809.116971059023,0
"466",2020-08-13,"B","Median",837.497855917187,0
"467",2020-08-14,"B","Median",862.061000136901,0
"468",2020-08-15,"B","Median",895.191867430925,0
"469",2020-08-16,"B","Median",924.682941774069,0
"470",2020-08-17,"B","Median",939.468921887137,0
"471",2020-08-18,"B","Median",952.813392131987,0
"472",2020-08-19,"B","Median",969.794031075216,0
"473",2020-08-20,"B","Median",973.877999458329,0
"474",2020-08-21,"B","Median",977.625171517932,0
"475",2020-08-22,"B","Median",981.562107905053,0
"476",2020-08-23,"B","Median",972.600164176081,0
"477",2020-08-24,"B","Median",966.870391456365,0
"478",2020-08-25,"B","Median",955.652004212145,0
"479",2020-08-26,"B","Median",945.883101169075,0
"480",2020-08-27,"B","Median",939.514703014382,0
"481",2020-08-28,"B","Median",932.504600011514,0
"482",2020-08-29,"B","Median",916.751286752067,0
"483",2020-08-30,"B","Median",895.03536061574,0
"484",2020-08-31,"B","Median",886.713554662898,0
"485",2020-09-01,"B","Median",876.823810387238,0
"486",2020-09-02,"B","Median",859.155410560246,0
"487",2020-09-03,"B","Median",845.826302528477,0
"488",2020-09-04,"B","Median",831.811649980206,0
"489",2020-09-05,"B","Median",815.423526248504,0
"490",2020-09-06,"B","Median",798.23478104157,0
"491",2020-09-07,"B","Median",782.295903616826,0
"492",2020-09-08,"B","Median",771.945362951727,0
"493",2020-09-09,"B","Median",753.519741480226,0
"494",2020-09-10,"B","Median",737.866672361367,0
"495",2020-09-11,"B","Median",723.249662416992,0
"496",2020-09-12,"B","Median",709.143721577911,0
"497",2020-09-13,"B","Median",697.032842775737,0
"498",2020-09-14,"B","Median",686.576425409587,0
"499",2020-09-15,"B","Median",663.85740293528,0
"500",2020-09-16,"B","Median",654.420072972819,0
"501",2020-09-17,"B","Median",633.900747643868,0
"502",2020-09-18,"B","Median",621.47491838243,0
"503",2020-09-19,"B","Median",603.439997340103,0
"504",2020-09-20,"B","Median",590.179915482206,0
"505",2020-09-21,"B","Median",574.782702668942,0
"506",2020-09-22,"B","Median",558.726374682456,0
"507",2020-09-23,"B","Median",537.345027257426,0
"508",2020-09-24,"B","Median",520.639635205756,0
"509",2020-09-25,"B","Median",502.77584136284,0
"510",2020-09-26,"B","Median",486.527484723569,0
"511",2020-09-27,"B","Median",465.70504146923,0
"512",2020-09-28,"B","Median",443.70314215866,0
"513",2020-09-29,"B","Median",425.019606460338,0
"514",2020-09-30,"B","Median",406.591944959723,0
"515",2020-10-01,"B","Median",382.729698017409,0
"516",2020-10-02,"B","Median",368.609823209619,0
"517",2020-10-03,"B","Median",349.357871746944,0
"518",2020-10-04,"B","Median",332.016939413172,0
"519",2020-10-05,"B","Median",312.131321913673,0
"520",2020-10-06,"B","Median",296.820743087411,0
"521",2020-10-07,"B","Median",277.038364723336,0
"522",2020-10-08,"B","Median",265.203264425759,0
"523",2020-10-09,"B","Median",250.387000864668,0
"524",2020-10-10,"B","Median",236.601932002938,0
"525",2020-10-11,"B","Median",220.795379560313,0
"526",2020-10-12,"B","Median",210.019386254401,0
"527",2020-10-13,"B","Median",196.460318640684,0
"528",2020-10-14,"B","Median",186.990211212862,0
"529",2020-10-15,"B","Median",172.584370487088,0
"530",2020-10-16,"B","Median",163.55490119659,0
"531",2020-10-17,"B","Median",154.615017181023,0
"532",2020-10-18,"B","Median",147.034794604753,0
"533",2020-10-19,"B","Median",135.199714916446,0
"534",2020-10-20,"B","Median",127.978794759322,0
"535",2020-10-21,"B","Median",120.327014742753,0
"536",2020-10-22,"B","Median",112.121201356163,0
"537",2020-10-23,"B","Median",106.425528528278,0
"538",2020-10-24,"B","Median",99.9742794732532,0
"539",2020-10-25,"B","Median",91.6373011865175,0
"540",2020-10-26,"B","Median",87.2664928816692,0
"541",2020-10-27,"B","Median",82.6717647668579,0
"542",2020-10-28,"B","Median",77.3309599973202,0
"543",2020-10-29,"B","Median",72.6235635876011,0
"544",2020-10-30,"B","Median",68.320273464177,0
"545",2020-10-31,"B","Median",64.5736021295653,0
"546",2020-11-01,"B","Median",59.838451078038,0
"547",2020-11-02,"B","Median",56.4533924285331,0
"548",2020-11-03,"B","Median",52.736527940992,0
